"exper","male","school","wage"
10,1,12,7.50816535949707
9,1,12,12.8532381057739
11,1,12,5.81822633743286
11,1,12,7.55694723129272
6,1,13,2.31615519523621
11,1,12,4.28711414337158
6,1,14,11.3302307128906
11,1,11,3.25635313987732
10,1,12,4.8253231048584
10,1,10,9.91029167175293
17,1,6,5.60688972473145
7,1,12,4.1539740562439
8,1,12,4.87456130981445
7,1,12,1.66343057155609
8,1,12,3.25877642631531
7,1,10,6.96656036376953
8,1,13,10.2272348403931
11,1,10,2.81417965888977
9,1,11,5.20578145980835
9,1,12,10.4942502975464
8,1,12,9.79911804199219
5,1,13,9.76406764984131
12,1,11,7.96178340911865
10,1,12,4.28711414337158
8,1,13,7.04311609268188
12,1,9,3.64198470115662
9,1,12,6.56391286849976
7,1,12,13.7717332839966
10,1,9,4.15139532089233
10,1,8,2.54777073860168
15,1,6,6.73689365386963
8,1,12,4.28711414337158
8,1,12,9.18667316436768
8,1,12,5.81822633743286
8,1,12,7.04311609268188
8,1,11,4.15962553024292
10,1,12,4.97611474990845
8,1,12,5.13099193572998
12,1,9,5.35889291763306
13,1,8,2.642338514328
7,1,11,3.82165598869324
10,1,11,4.59333658218384
8,1,12,4.59241771697998
13,1,8,5.51200389862061
7,1,12,5.75550603866577
8,1,12,4.09433174133301
9,1,12,3.18000221252441
11,1,11,6.95637035369873
8,1,13,10.5553951263428
9,1,10,3.61312699317932
10,1,12,9.7644510269165
4,1,11,2.79360818862915
10,1,11,5.20578145980835
9,1,12,4.60440492630005
10,1,11,9.18667316436768
9,1,12,8.15703105926514
10,1,12,10.110200881958
9,1,12,12.1692295074463
8,1,12,5.98834991455078
10,1,12,16.2297897338867
9,1,12,7.56878852844238
11,1,10,10.1846160888672
11,1,9,7.00353002548218
7,1,12,4.12260627746582
7,1,12,3.38439249992371
10,1,11,4.81490135192871
5,1,12,7.12029409408569
8,1,11,3.67466926574707
5,1,12,9.18667316436768
11,1,7,6.13099908828735
7,1,11,2.7560019493103
8,1,11,5.81822633743286
6,1,11,11.3302307128906
9,1,9,1.60035848617554
6,1,10,1.30990779399872
6,1,11,2.44306778907776
11,1,9,4.09045743942261
7,1,10,4.34985256195068
10,1,10,11.1263408660889
7,1,10,0.683265805244446
6,1,11,7.31623363494873
10,1,11,4.89955902099609
11,1,10,6.73689365386963
5,1,12,6.26500988006592
10,1,11,3.36498022079468
7,1,12,4.16907930374146
8,1,11,5.2423267364502
8,1,12,2.82041025161743
9,1,12,8.57422828674316
7,1,11,9.18667316436768
7,1,10,4.17289304733276
7,1,9,10.1331787109375
10,1,11,5.84666585922241
10,1,10,7.6555609703064
8,1,12,3.24970746040344
4,1,13,5.67291831970215
10,1,8,4.09463167190552
6,1,11,7.34933853149414
9,1,12,8.20097827911377
8,1,11,5.20578145980835
7,1,11,9.95222949981689
8,1,10,2.96942973136902
14,1,6,5.51200389862061
18,1,3,5.51682615280151
8,1,12,14.3924551010132
12,1,7,5.0526704788208
10,1,10,10.4256601333618
9,1,12,6.26054763793945
6,1,11,2.7560019493103
6,1,11,4.06935596466064
9,1,11,3.76717686653137
4,1,11,2.25006914138794
8,1,12,4.59870910644531
9,1,11,1.58330917358398
8,1,12,8.92142295837402
8,1,13,20.8453960418701
6,1,11,4.89955902099609
9,1,11,4.01805877685547
8,1,10,6.25204133987427
8,1,11,3.43519639968872
9,1,11,5.74497318267822
7,1,12,5.95515489578247
2,1,13,4.78424644470215
10,1,7,4.0355396270752
8,1,13,8.94195938110352
9,1,12,9.18667316436768
14,1,6,5.45950841903687
10,1,8,5.8159122467041
7,1,11,2.64072418212891
8,1,9,2.44977951049805
8,1,9,2.78953003883362
8,1,12,7.91233158111572
3,1,10,5.92504835128784
6,1,10,7.96178340911865
8,1,11,4.03003835678101
9,1,10,4.61159515380859
5,1,11,5.15374851226807
7,1,11,5.3078556060791
8,1,11,7.61286067962646
8,1,11,8.88045120239258
9,1,9,3.36844682693481
6,1,9,5.16440010070801
11,1,9,4.79965686798096
11,1,5,3.80264282226562
5,1,9,2.55780124664307
5,1,10,5.51200389862061
7,1,11,13.4693975448608
10,1,10,7.04311609268188
7,1,11,5.97133779525757
8,1,11,11.0714359283447
6,1,11,3.11548042297363
6,1,9,4.89955902099609
7,1,11,5.35889291763306
7,1,10,3.76889157295227
8,1,10,5.55012273788452
5,1,10,2.10559558868408
9,1,11,3.86807298660278
5,1,11,7.34933853149414
9,1,11,10.7020177841187
8,1,10,5.7903881072998
9,1,10,6.88983392715454
7,1,11,6.58378267288208
7,1,12,5.33237218856812
5,1,11,3.49201035499573
5,1,11,5.55473279953003
6,1,10,9.62820339202881
8,1,10,4.08803796768188
6,1,10,2.34514975547791
6,1,9,0.813810884952545
8,1,11,3.79886293411255
4,1,11,1.61169707775116
8,1,11,9.64600658416748
6,1,10,3.99337100982666
6,1,10,3.46635460853577
5,1,12,9.90299606323242
7,1,10,4.89955902099609
4,1,10,2.48805737495422
9,1,11,3.92770409584045
7,1,10,3.06222438812256
11,1,9,4.98476886749268
12,1,6,2.7560019493103
8,1,10,8.73349285125732
8,1,10,2.14355707168579
6,1,10,5.6714072227478
9,1,11,2.58499455451965
11,1,8,3.98089170455933
6,1,11,10.4115629196167
6,1,10,5.24292373657227
3,1,10,0.982936203479767
10,1,9,3.98089170455933
6,1,11,11.5956230163574
10,1,10,6.99937009811401
9,1,9,5.96667623519897
9,1,9,6.12444877624512
6,1,10,6.48737907409668
8,1,10,3.03995370864868
4,1,10,2.3885350227356
8,1,10,8.47449016571045
8,1,10,6.35170125961304
4,1,10,5.20578145980835
9,1,10,7.03372287750244
8,1,9,5.77871370315552
4,1,9,3.98089170455933
4,1,10,1.0049055814743
6,1,10,9.12815952301025
7,1,9,5.15743064880371
4,1,9,4.59333658218384
4,1,9,1.83121013641357
6,1,9,3.75125575065613
11,1,13,6.17391920089722
12,1,12,8.26800632476807
7,1,13,5.10496616363525
8,1,14,8.52097225189209
9,1,15,21.4355716705322
5,1,15,7.24975395202637
12,1,12,13.1675653457642
8,1,14,6.43067121505737
5,1,14,13.6098861694336
12,1,12,5.62421798706055
11,1,11,4.7926459312439
9,1,14,13.2219638824463
5,1,15,8.26800632476807
11,1,12,7.27934503555298
8,1,15,12.5551204681396
11,1,12,7.42715644836426
11,1,12,8.49256896972656
9,1,12,15.3111219406128
9,1,15,13.7800102233887
10,1,13,9.79911804199219
12,1,12,3.98089170455933
11,1,12,6.88586664199829
14,1,9,2.75732755661011
13,1,11,4.08848333358765
12,1,12,7.6555609703064
6,1,12,2.66700124740601
9,1,15,7.83585023880005
15,1,8,3.61899256706238
9,1,12,7.51265716552734
11,1,12,5.54092645645142
12,1,12,5.81822633743286
6,1,14,5.18441724777222
9,1,12,10.7177858352661
11,1,13,4.48551177978516
14,1,5,7.50044631958008
9,1,14,10.2917127609253
9,1,15,16.3318634033203
8,1,14,5.4190149307251
8,1,15,5.68698835372925
9,1,15,15.9386034011841
10,1,12,4.93304109573364
11,1,12,9.96042060852051
10,1,12,5.14124155044556
11,1,12,7.37383651733398
5,1,15,11.745041847229
7,1,14,4.93406295776367
7,1,13,8.68558216094971
12,1,12,9.25472259521484
10,1,12,4.89955902099609
12,1,11,1.6359828710556
14,1,8,4.08995723724365
8,1,14,7.44684219360352
12,1,12,7.8086724281311
12,1,12,3.67466926574707
10,1,12,5.12081146240234
12,1,12,7.43874645233154
10,1,13,8.33193016052246
11,1,13,7.30917835235596
11,1,12,5.04803037643433
9,1,14,5.17606067657471
12,1,12,5.35889291763306
10,1,14,6.73689365386963
15,1,8,2.93221688270569
11,1,13,11.1464967727661
10,1,13,7.9355263710022
9,1,15,7.10436058044434
9,1,14,7.28529214859009
12,1,12,5.56768083572388
9,1,15,14.1474771499634
11,1,12,8.88045120239258
10,1,12,10.1665849685669
8,1,14,10.0713157653809
11,1,12,5.02717208862305
11,1,12,5.35889291763306
11,1,12,5.51200389862061
9,1,13,4.29513120651245
8,1,15,9.79911804199219
9,1,12,9.18667316436768
8,1,16,8.98252487182617
10,1,12,7.50244998931885
10,1,12,11.0240077972412
12,1,12,4.69762516021729
9,1,14,12.3101425170898
8,1,13,7.6555609703064
12,1,12,8.67630290985107
14,1,10,5.35245943069458
11,1,12,5.41401290893555
10,1,14,11.7159605026245
7,1,15,12.2488975524902
11,1,13,6.12444877624512
11,1,12,2.58020758628845
8,1,15,5.23801565170288
5,1,14,8.42569828033447
11,1,10,4.25108814239502
7,1,14,5.18583583831787
11,1,13,14.345555305481
7,1,16,8.57422828674316
7,1,13,2.58569359779358
8,1,15,8.49256896972656
10,1,12,5.35889291763306
8,1,15,9.66416263580322
11,1,13,7.10259819030762
11,1,12,6.30886173248291
7,1,14,6.74727392196655
9,1,12,5.27270412445068
11,1,11,12.3585891723633
12,1,12,4.94882345199585
11,1,12,11.7695932388306
9,1,12,5.1037073135376
12,1,12,9.18667316436768
11,1,12,10.1053409576416
12,1,12,5.85784196853638
10,1,14,4.59333658218384
9,1,14,11.6364526748657
10,1,12,0.338237076997757
10,1,12,8.12426853179932
9,1,12,3.3113226890564
8,1,12,2.76931595802307
9,1,12,3.36413383483887
6,1,14,4.45414447784424
10,1,12,10.044095993042
6,1,14,11.3302307128906
12,1,12,6.73689365386963
10,1,14,4.61552667617798
10,1,12,6.58378267288208
9,1,14,4.99029159545898
12,1,12,8.81920623779297
9,1,12,3.57395601272583
9,1,12,4.66055631637573
10,1,12,4.70226144790649
15,1,9,3.92919182777405
11,1,12,9.82070159912109
10,1,14,3.58280253410339
11,1,12,8.26800632476807
12,1,11,6.43067121505737
9,1,15,5.94162940979004
10,1,12,3.99252820014954
6,1,15,6.06612062454224
9,1,15,8.57422828674316
9,1,15,8.26800632476807
9,1,14,11.9962301254272
9,1,15,12.1199617385864
9,1,14,6.3042106628418
9,1,15,9.35257625579834
7,1,14,6.84035921096802
7,1,14,7.25447225570679
12,1,12,3.65574169158936
8,1,15,6.92050409317017
7,1,15,11.2666749954224
8,1,15,9.18667316436768
7,1,15,3.58840942382812
11,1,9,3.45511364936829
9,1,15,9.72060585021973
9,1,15,14.6183567047119
8,1,14,11.557427406311
12,1,12,6.59816312789917
9,1,15,3.91964721679688
10,1,12,4.45414447784424
8,1,15,5.24326419830322
8,1,9,18.3733463287354
10,1,12,7.81434297561646
10,1,12,7.00636959075928
9,1,15,13.491888999939
10,1,14,7.14519023895264
9,1,15,7.55138206481934
7,1,15,7.96178340911865
9,1,15,7.73516702651978
8,1,16,8.7103271484375
12,1,12,5.05161428451538
6,1,13,4.89955902099609
6,1,15,2.68186378479004
8,1,15,14.3363304138184
7,1,14,12.0039196014404
8,1,15,15.0048999786377
14,1,10,3.35877108573914
8,1,15,10.4115629196167
11,1,12,4.81245565414429
7,1,15,7.96178340911865
9,1,15,8.20676136016846
9,1,14,6.28148603439331
9,1,15,22.9118366241455
10,1,12,5.20578145980835
12,1,12,5.55473279953003
12,1,7,4.07252359390259
6,1,15,6.91601514816284
11,1,12,6.27382564544678
8,1,14,13.0818223953247
9,1,10,1.89470291137695
11,1,12,6.10488176345825
12,1,12,8.30794811248779
11,1,12,9.50660705566406
9,1,15,9.73384189605713
11,1,13,3.98089170455933
11,1,12,7.6555609703064
9,1,14,9.79911804199219
8,1,15,7.04157733917236
8,1,16,6.12690353393555
10,1,12,0.415216863155365
12,1,12,5.29022169113159
8,1,14,7.34933853149414
16,1,8,5.59476661682129
13,1,11,3.33075404167175
9,1,13,9.06418418884277
8,1,14,3.38627743721008
11,1,12,6.62307643890381
10,1,11,4.71310663223267
12,1,12,7.34933853149414
6,1,14,4.86587238311768
9,1,15,7.20197486877441
8,1,14,5.3078556060791
11,1,12,17.6928520202637
8,1,13,9.79911804199219
7,1,14,10.810640335083
7,1,14,10.2649908065796
8,1,14,8.88045120239258
7,1,14,9.21198081970215
9,1,13,11.1862077713013
9,1,14,5.78420162200928
9,1,14,11.3526363372803
11,1,12,5.97133779525757
7,1,12,3.06222438812256
9,1,12,15.3111219406128
6,1,14,7.38178586959839
7,1,14,8.70356464385986
7,1,13,9.09918117523193
10,1,12,7.72571992874146
11,1,10,3.06222438812256
12,1,10,4.62736129760742
8,1,12,6.36942672729492
9,1,11,4.67685174942017
7,1,14,10.1053409576416
9,1,14,4.77707004547119
7,1,13,9.79911804199219
9,1,13,7.6555609703064
8,1,14,3.99963998794556
11,1,12,9.18667316436768
6,1,12,13.4802684783936
8,1,12,9.63794803619385
11,1,12,13.1599721908569
6,1,13,10.9735441207886
13,1,9,4.0385856628418
10,1,12,8.80710887908936
8,1,14,9.80368900299072
10,1,13,17.3186836242676
9,1,13,9.18667316436768
12,1,11,4.23921918869019
10,1,10,3.98089170455933
9,1,10,1.09440326690674
8,1,14,9.23105335235596
11,1,12,4.873703956604
8,1,14,10.1707410812378
9,1,12,4.6492166519165
7,1,14,8.76526641845703
5,1,14,2.66132044792175
10,1,13,7.35287380218506
11,1,11,8.88045120239258
8,1,12,7.34933853149414
8,1,12,6.30307865142822
10,1,12,4.10930776596069
10,1,12,4.59333658218384
11,1,12,6.12444877624512
11,1,12,10.2074146270752
9,1,14,11.0240077972412
8,1,14,6.12817001342773
11,1,12,9.79911804199219
9,1,12,2.20374202728271
11,1,12,5.96202182769775
8,1,12,5.81822633743286
6,1,14,2.77938628196716
13,1,8,3.37772631645203
10,1,13,7.97959518432617
9,1,12,2.14355707168579
7,1,12,2.96757388114929
13,1,9,2.77514004707336
10,1,13,7.19622755050659
4,1,16,12.7388534545898
10,1,12,7.71680545806885
8,1,14,13.8004245758057
11,1,12,9.74912261962891
9,1,14,10.1053409576416
11,1,12,10.7484073638916
10,1,13,9.44723701477051
5,1,15,22.1160659790039
14,1,8,6.6878981590271
5,1,14,7.76045083999634
10,1,13,10.3179788589478
6,1,12,2.65392780303955
10,1,12,9.06418418884277
8,1,14,5.46222257614136
10,1,13,12.8273181915283
11,1,12,7.6555609703064
7,1,15,9.96978187561035
8,1,14,20.4148292541504
11,1,12,7.04311609268188
9,1,13,13.7800102233887
4,1,12,4.20197916030884
11,1,12,8.57422828674316
9,1,12,10.7177858352661
7,1,12,5.97108030319214
7,1,13,10.9914884567261
11,1,11,6.63481950759888
9,1,13,15.3111219406128
8,1,12,7.22430276870728
10,1,10,4.0289831161499
7,1,12,2.31615519523621
10,1,12,11.6364526748657
5,1,13,4.1721134185791
16,1,7,4.59333658218384
11,1,12,7.6555609703064
11,1,12,4.16462516784668
11,1,12,3.71114635467529
12,1,10,7.4412055015564
7,1,14,5.45327615737915
10,1,12,6.77598571777344
8,1,12,9.69260597229004
12,1,10,7.34933853149414
8,1,13,6.2856183052063
9,1,13,10.3849353790283
9,1,13,7.017165184021
9,1,12,2.68073511123657
7,1,14,13.8465795516968
11,1,12,7.04311609268188
5,1,12,3.83468151092529
11,1,9,0.184621065855026
10,1,12,7.02198696136475
9,1,14,6.65894603729248
11,1,12,5.81822633743286
5,1,13,9.79911804199219
9,1,11,3.59564423561096
11,1,12,3.76653599739075
11,1,12,6.43067121505737
11,1,10,4.2150616645813
6,1,13,7.46417188644409
14,1,7,3.53611469268799
8,1,12,7.36164903640747
8,1,14,7.0410327911377
9,1,14,6.73419570922852
9,1,12,1.04245936870575
11,1,12,3.07074737548828
9,1,12,3.88379669189453
8,1,13,2.2768280506134
9,1,14,6.18569326400757
6,1,15,16.7984886169434
8,1,14,8.93506717681885
9,1,13,3.44914817810059
9,1,13,8.57422828674316
8,1,13,6.44678831100464
7,1,14,7.5026650428772
8,1,13,4.29145765304565
10,1,11,3.67466926574707
6,1,15,7.01478719711304
9,1,13,4.89955902099609
8,1,12,7.1812162399292
8,1,10,7.90477800369263
12,1,10,6.67538166046143
6,1,13,4.34279108047485
4,1,14,12.2488975524902
9,1,12,4.54959058761597
3,1,15,4.40899753570557
9,1,14,7.89373397827148
6,1,13,14.6986770629883
10,1,12,4.54959058761597
11,1,12,7.5163688659668
10,1,12,8.08427238464355
9,1,14,22.1239681243896
6,1,13,7.99401760101318
5,1,13,18.4622917175293
10,1,12,7.04311609268188
7,1,13,12.2432918548584
8,1,14,7.6555609703064
10,1,12,3.8277804851532
9,1,10,7.59988403320312
9,1,13,9.21621227264404
9,1,13,11.6364526748657
12,1,9,5.19953203201294
11,1,12,2.99417495727539
9,1,12,7.2132396697998
8,1,10,0.816593170166016
8,1,14,7.48543739318848
7,1,14,7.77488708496094
6,1,15,6.72548151016235
5,1,13,7.62030744552612
5,1,14,8.01521778106689
2,1,14,2.46740388870239
8,1,15,12.3979110717773
9,1,14,14.2975692749023
11,1,11,2.60289072990417
11,1,9,3.67466926574707
12,1,10,1.63262820243835
9,1,12,7.04311609268188
5,1,14,3.59854626655579
9,1,14,10.8879089355469
8,1,14,8.42111682891846
9,1,12,7.23798513412476
9,1,14,4.92481470108032
9,1,13,8.80084705352783
9,1,12,6.07927942276001
7,1,14,4.37682104110718
13,1,8,2.8951940536499
13,1,9,3.26637268066406
10,1,12,4.94955444335938
9,1,12,10.7177858352661
9,1,10,2.04450726509094
10,1,12,7.25927305221558
4,1,14,6.12444877624512
4,1,15,4.24628448486328
9,1,12,6.59190368652344
8,1,12,9.95222949981689
10,1,12,8.26800632476807
7,1,13,7.62153625488281
10,1,12,3.31885027885437
9,1,14,6.53274536132812
11,1,12,9.04748153686523
11,1,12,3.69411206245422
9,1,12,8.46287441253662
9,1,12,8.98252487182617
7,1,12,8.33694553375244
9,1,12,2.29666829109192
6,1,13,15.9235668182373
9,1,12,5.36749458312988
8,1,13,6.11752843856812
10,1,12,4.28163766860962
8,1,13,11.0240077972412
7,1,13,7.6555609703064
9,1,12,5.6533374786377
10,1,12,11.9039096832275
7,1,13,5.33439493179321
10,1,12,5.4630560874939
10,1,12,6.43067121505737
7,1,13,8.23337078094482
9,1,12,3.3121018409729
9,1,13,6.69057416915894
5,1,12,4.08296585083008
8,1,12,4.77826452255249
5,1,12,13.5258092880249
7,1,12,4.51503658294678
9,1,12,5.15186834335327
11,1,10,6.90282678604126
9,1,12,11.0823354721069
8,1,12,8.23259258270264
9,1,13,8.63294219970703
10,1,12,5.82442665100098
8,1,12,4.65849018096924
9,1,13,4.68094348907471
8,1,12,3.98089170455933
9,1,12,13.8594007492065
9,1,12,6.72548151016235
8,1,12,6.64502716064453
7,1,13,9.9105110168457
9,1,13,9.79911804199219
10,1,10,3.58408260345459
10,1,12,5.0526704788208
9,1,13,3.3116602897644
5,1,12,3.95125722885132
8,1,12,16.8540515899658
4,1,12,4.4293646812439
7,1,13,10.110200881958
5,1,12,6.66687202453613
8,1,12,3.51020503044128
11,1,9,7.96178340911865
10,1,12,6.73689365386963
10,1,8,3.36844682693481
10,1,12,2.52673172950745
9,1,12,5.66171264648438
10,1,12,6.43067121505737
9,1,13,9.79911804199219
10,1,12,3.90578055381775
9,1,12,5.41401290893555
9,1,12,7.19128847122192
9,1,13,3.73092007637024
7,1,14,4.75330352783203
6,1,13,7.98952484130859
7,1,12,4.84104108810425
8,1,12,7.89132499694824
10,1,12,12.0654335021973
8,1,13,8.39606285095215
10,1,12,4.89955902099609
9,1,13,10.4115629196167
8,1,10,5.3078556060791
10,1,12,2.90911316871643
9,1,12,6.89000511169434
13,1,8,7.10638523101807
5,1,13,2.14355707168579
8,1,12,8.25666427612305
7,1,12,5.94706392288208
8,1,10,4.60440492630005
9,1,13,13.1675653457642
9,1,12,4.89955902099609
11,1,10,5.19953203201294
10,1,12,5.81822633743286
9,1,13,5.11227226257324
9,1,12,6.25568675994873
9,1,7,10.947452545166
10,1,12,7.00418043136597
8,1,12,7.84734296798706
10,1,8,6.96958541870117
9,1,12,6.64003992080688
9,1,12,12.2488975524902
7,1,14,4.46574401855469
6,1,13,4.87704944610596
10,1,12,7.6555609703064
6,1,13,7.83929443359375
7,1,13,12.9507751464844
5,1,14,6.4143271446228
10,1,12,4.72649669647217
10,1,12,6.32478141784668
10,1,12,9.97003269195557
6,1,12,1.25505948066711
10,1,12,11.7589416503906
9,1,13,7.6555609703064
8,1,12,9.18667316436768
5,1,12,9.50660705566406
9,1,12,4.20914506912231
9,1,12,7.64024972915649
7,1,12,4.17045783996582
10,1,12,8.42111682891846
11,1,10,21.8730316162109
9,1,12,6.37963438034058
7,1,13,6.27529716491699
9,1,12,3.72737526893616
7,1,11,2.44540500640869
7,1,12,6.36942672729492
4,1,14,8.57422828674316
8,1,12,9.59251022338867
9,1,12,10.4115629196167
13,1,9,4.41346120834351
10,1,12,9.79911804199219
10,1,11,4.0059289932251
7,1,12,3.74672150611877
9,1,12,3.35440683364868
9,1,12,5.5363392829895
16,1,6,4.50363492965698
10,1,12,6.05095529556274
12,1,8,1.86999833583832
9,1,12,15.9235668182373
9,1,12,4.30366659164429
8,1,13,6.47738313674927
7,1,11,6.96112203598022
4,1,13,5.54790925979614
10,1,12,12.9268808364868
6,1,12,9.51370716094971
10,1,12,5.51200389862061
7,1,12,5.48300743103027
8,1,12,5.86926364898682
9,1,12,4.16184139251709
11,1,11,4.65458106994629
6,1,12,7.96178340911865
6,1,13,18.7021751403809
6,1,12,4.23143720626831
8,1,13,12.744686126709
5,1,12,6.80254793167114
10,1,11,10.4326820373535
10,1,12,6.42079305648804
7,1,11,0.424628436565399
10,1,12,3.11007165908813
6,1,12,6.73689365386963
10,1,12,4.40960311889648
7,1,13,2.1826696395874
9,1,12,6.23991918563843
10,1,10,3.96672487258911
12,1,9,3.07614350318909
6,1,15,5.43544816970825
6,1,13,4.80452442169189
7,1,11,3.67466926574707
8,1,12,4.6834020614624
13,1,8,3.98089170455933
9,1,12,5.51200389862061
9,1,12,5.81822633743286
8,1,11,3.33527731895447
13,1,8,4.31692504882812
10,1,11,6.92050409317017
8,1,10,4.14337015151978
8,1,12,4.91289710998535
5,1,13,5.57324838638306
7,1,12,15.9235668182373
8,1,12,8.3442268371582
7,1,12,4.0041298866272
8,1,12,4.89955902099609
9,1,9,1.04846525192261
12,1,9,3.86633372306824
9,1,12,2.27818536758423
9,1,11,0.153480157256126
10,1,12,4.69541072845459
10,1,12,4.80425214767456
8,1,13,4.27478313446045
10,1,12,6.43067121505737
9,1,12,5.09216547012329
10,1,12,10.0681457519531
9,1,12,3.06222438812256
16,1,5,4.30366659164429
9,1,10,3.63967251777649
7,1,12,3.35232996940613
9,1,11,3.25877642631531
10,1,11,8.1188440322876
11,1,9,4.45414447784424
10,1,11,6.50890302658081
8,1,11,6.43067121505737
5,1,13,5.12482595443726
8,1,13,5.48677206039429
8,1,13,13.7800102233887
3,1,13,11.0721740722656
5,1,13,6.18454504013062
8,1,13,6.12444877624512
8,1,13,4.89955902099609
7,1,13,3.32896876335144
9,1,12,5.19359636306763
10,1,12,8.85325717926025
9,1,13,7.04311609268188
9,1,12,7.04311609268188
12,1,10,6.43067121505737
6,1,12,4.13152027130127
10,1,12,3.91964721679688
9,1,12,5.12955570220947
10,1,12,8.10654354095459
8,1,13,10.7177858352661
5,1,12,6.86489295959473
8,1,14,3.93714570999146
7,1,12,6.73689365386963
14,1,7,6.16396141052246
8,1,9,1.93599593639374
9,1,12,5.20578145980835
10,1,12,11.2223234176636
6,1,11,1.29623425006866
7,1,12,6.12444877624512
5,1,12,20.6147422790527
6,1,11,8.43353462219238
10,1,11,8.90828895568848
8,1,12,3.28016805648804
8,1,12,6.52605199813843
5,1,11,7.6555609703064
9,1,11,7.62153625488281
8,1,12,8.14137268066406
8,1,11,3.19803857803345
6,1,12,6.85938262939453
7,1,12,5.48615550994873
7,1,12,7.29830169677734
9,1,12,1.3673187494278
6,1,12,4.97126007080078
9,1,12,7.56597089767456
4,1,12,6.85938262939453
3,1,11,1.63318634033203
7,1,12,4.45414447784424
9,1,9,2.04864597320557
7,1,11,6.43809986114502
8,1,11,1.43617284297943
6,1,12,12.3849964141846
9,1,11,7.31871652603149
5,1,12,3.93746376037598
9,1,12,7.22559118270874
8,1,11,5.91849374771118
7,1,12,7.04311609268188
9,1,12,6.10695028305054
9,1,12,8.90828895568848
8,1,11,8.16593170166016
7,1,12,8.6056661605835
8,1,12,5.32017087936401
9,1,11,9.38059902191162
8,1,12,5.99168968200684
8,1,12,7.51611614227295
6,1,12,4.40960311889648
7,1,12,10.0449743270874
6,1,11,4.07347059249878
5,1,12,8.57422828674316
5,1,12,4.59057760238647
7,1,12,9.16464233398438
8,1,12,6.40501022338867
9,1,11,6.32629299163818
3,1,11,9.45808124542236
6,1,12,6.23096084594727
5,1,12,1.07049190998077
9,1,12,11.9426755905151
9,1,11,10.176007270813
6,1,12,2.39452123641968
5,1,11,11.7952346801758
7,1,11,1.75159239768982
9,1,12,3.67466926574707
6,1,11,5.11828947067261
8,1,12,6.67762470245361
10,1,11,5.81152057647705
9,1,12,4.71207571029663
5,1,12,5.6012544631958
7,1,12,6.61440467834473
8,1,11,6.38381910324097
9,1,12,11.6364526748657
9,1,12,5.20578145980835
8,1,12,7.50738906860352
8,1,10,3.81910991668701
7,1,11,4.30742216110229
8,1,12,2.53762030601501
7,1,11,3.36844682693481
6,1,12,4.08296585083008
8,1,12,3.54542136192322
5,1,12,3.53857040405273
8,1,12,5.24702072143555
5,1,12,7.96178340911865
4,1,13,8.81581592559814
9,1,12,5.18867158889771
9,1,11,8.29217433929443
11,1,7,4.4386248588562
7,1,13,10.050838470459
8,1,12,5.81822633743286
8,1,12,5.60360145568848
5,1,12,4.36952781677246
3,1,12,18.939640045166
5,1,12,9.31202697753906
9,1,11,9.79911804199219
7,1,12,6.71775484085083
9,1,12,5.85932111740112
4,1,12,3.30117130279541
6,1,12,11.54896068573
13,1,7,6.89000511169434
8,1,12,28.3085632324219
8,1,12,9.18667316436768
9,1,11,8.53048229217529
9,1,12,6.91077041625977
8,1,12,12.3563938140869
9,1,11,8.26800632476807
7,1,10,4.31263256072998
7,1,12,11.0228624343872
8,1,11,8.02394676208496
7,1,12,4.26905298233032
10,1,11,7.3984227180481
8,1,12,4.9914984703064
9,1,12,9.74946022033691
6,1,11,92.5472259521484
10,1,10,4.46372032165527
3,1,11,2.31896615028381
5,1,12,11.1631774902344
6,1,12,9.23105335235596
8,1,11,5.98834991455078
8,1,12,8.57422828674316
4,1,12,4.28711414337158
9,1,12,7.37378740310669
6,1,11,4.59333658218384
10,1,11,3.79132533073425
10,1,11,5.00454950332642
9,1,12,7.83929443359375
8,1,12,8.35987281799316
6,1,12,5.39781951904297
6,1,12,9.72926712036133
9,1,11,6.13920640945435
5,1,11,5.76655912399292
9,1,11,3.54513549804688
9,1,11,4.00872993469238
8,1,12,5.11600542068481
9,1,12,5.49878549575806
9,1,12,3.85128140449524
10,1,11,5.51200389862061
8,1,12,7.08369970321655
8,1,12,7.6555609703064
9,1,11,6.38475036621094
7,1,12,7.6555609703064
8,1,12,6.00484657287598
9,1,11,4.60014152526855
6,1,12,4.77847528457642
7,1,11,7.6740083694458
6,1,12,9.54668140411377
9,1,12,13.4737873077393
7,1,12,6.97151184082031
8,1,11,6.22575569152832
9,1,12,6.92136192321777
5,1,12,3.23649740219116
9,1,12,13.1675653457642
9,1,12,3.8277804851532
9,1,12,4.09968948364258
4,1,12,9.88968276977539
11,1,8,4.89955902099609
11,1,9,2.88862895965576
9,1,12,11.6364526748657
7,1,10,2.27479529380798
10,1,11,8.81192779541016
6,1,11,6.82438564300537
7,1,11,3.37364029884338
8,1,12,3.91295838356018
9,1,12,27.4544258117676
5,1,12,8.35807132720947
7,1,11,6.31371736526489
9,1,12,7.12663125991821
8,1,10,2.78749537467957
6,1,12,8.16593170166016
8,1,12,4.51167726516724
5,1,11,4.74644804000854
5,1,11,3.36844682693481
9,1,12,4.59333658218384
6,1,11,5.66511535644531
8,1,11,0.525097012519836
7,1,12,5.36749458312988
7,1,12,1.78607738018036
9,1,12,4.0167555809021
7,1,12,8.63954067230225
8,1,11,2.9936306476593
